STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,,INDICATOR,,MEASURE,,INEQUALITY,,OBS_VALUE,,OBS_STATUS,,UNIT_MEASURE,,UNIT_MULT,,BASE_PER,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,PS_FSAFEN,,L,,WMN,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,PS_FSAFEN,,L,,WMN,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,PS_FSAFEN,,L,,WMN,,45,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,PS_FSAFEN,,L,,WMN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,PS_FSAFEN,,L,,WMN,,69,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,PS_FSAFEN,,L,,WMN,,34,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,PS_FSAFEN,,L,,WMN,,30,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,PS_FSAFEN,,L,,WMN,,71,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,PS_FSAFEN,,L,,WMN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,PS_FSAFEN,,L,,WMN,,61,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,PS_FSAFEN,,L,,WMN,,55,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,PS_FSAFEN,,L,,WMN,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,PS_FSAFEN,,L,,WMN,,35,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,PS_FSAFEN,,L,,WMN,,66,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,PS_FSAFEN,,L,,TOT,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,JE_EMPL,,L,,TOT,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,JE_EMPL,,L,,TOT,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,JE_EMPL,,L,,TOT,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,JE_EMPL,,L,,TOT,,70,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,JE_EMPL,,L,,TOT,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,JE_EMPL,,L,,TOT,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,JE_EMPL,,L,,TOT,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,JE_EMPL,,L,,TOT,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,JE_EMPL,,L,,TOT,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,JE_EMPL,,L,,TOT,,56,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,JE_LTUR,,L,,MN,,0.5,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,JE_EMPL,,L,,TOT,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,JE_EMPL,,L,,TOT,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,JE_EMPL,,L,,TOT,,58,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,JE_EMPL,,L,,TOT,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,JE_EMPL,,L,,TOT,,66,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,JE_EMPL,,L,,TOT,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,JE_EMPL,,L,,TOT,,59,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,JE_EMPL,,L,,TOT,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,JE_EMPL,,L,,TOT,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,JE_EMPL,,L,,TOT,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,JE_EMPL,,L,,TOT,,69,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,JE_EMPL,,L,,TOT,,69,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,JE_EMPL,,L,,TOT,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,JE_EMPL,,L,,TOT,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,JE_EMPL,,L,,TOT,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,JE_EMPL,,L,,TOT,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,JE_EMPL,,L,,TOT,,48,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,JE_EMPL,,L,,TOT,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,JE_EMPL,,L,,TOT,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,JE_EMPL,,L,,TOT,,57,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,JE_EMPL,,L,,TOT,,56,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,JE_EMPL,,L,,TOT,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,JE_EMPL,,L,,TOT,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,JE_EMPL,,L,,TOT,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,JE_EMPL,,L,,TOT,,70,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,JE_EMPL,,L,,TOT,,71,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,JE_EMPL,,L,,TOT,,39,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,JE_EMPL,,L,,TOT,,66,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,JE_EMPL,,L,,MN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,JE_EMPL,,L,,MN,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,JE_EMPL,,L,,MN,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,JE_EMPL,,L,,MN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,JE_EMPL,,L,,MN,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,JE_EMPL,,L,,MN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,JE_EMPL,,L,,MN,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,JE_EMPL,,L,,MN,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,JE_EMPL,,L,,MN,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,JE_EMPL,,L,,MN,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,JE_EMPL,,L,,MN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,JE_EMPL,,L,,MN,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,JE_EMPL,,L,,MN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,JE_EMPL,,L,,MN,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,JE_EMPL,,L,,MN,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,JE_EMPL,,L,,MN,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,JE_EMPL,,L,,MN,,70,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,JE_EMPL,,L,,MN,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,JE_EMPL,,L,,MN,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,JE_EMPL,,L,,MN,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,JE_EMPL,,L,,MN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,JE_EMPL,,L,,MN,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,JE_EMPL,,L,,MN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,JE_EMPL,,L,,MN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,JE_EMPL,,L,,MN,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,JE_EMPL,,L,,MN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,JE_EMPL,,L,,MN,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,JE_EMPL,,L,,MN,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,JE_EMPL,,L,,MN,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,JE_EMPL,,L,,MN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,JE_EMPL,,L,,MN,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,JE_EMPL,,L,,MN,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,JE_EMPL,,L,,MN,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,JE_EMPL,,L,,MN,,69,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,JE_EMPL,,L,,MN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,JE_EMPL,,L,,MN,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,JE_EMPL,,L,,MN,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,JE_EMPL,,L,,MN,,44,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,JE_EMPL,,L,,MN,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,JE_EMPL,,L,,WMN,,69,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,JE_EMPL,,L,,WMN,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,JE_EMPL,,L,,WMN,,61,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,JE_EMPL,,L,,WMN,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,JE_EMPL,,L,,WMN,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,JE_EMPL,,L,,WMN,,71,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,JE_EMPL,,L,,WMN,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,JE_EMPL,,L,,WMN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,JE_EMPL,,L,,WMN,,47,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,JE_EMPL,,L,,WMN,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,JE_EMPL,,L,,WMN,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,JE_EMPL,,L,,WMN,,63,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,JE_EMPL,,L,,WMN,,49,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,JE_EMPL,,L,,WMN,,71,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,JE_EMPL,,L,,WMN,,57,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,JE_EMPL,,L,,WMN,,64,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,JE_EMPL,,L,,WMN,,45,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,JE_EMPL,,L,,WMN,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,JE_EMPL,,L,,WMN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,JE_EMPL,,L,,WMN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,JE_EMPL,,L,,WMN,,61,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,JE_EMPL,,L,,WMN,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,JE_EMPL,,L,,WMN,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,JE_EMPL,,L,,WMN,,57,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,JE_EMPL,,L,,WMN,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,JE_EMPL,,L,,WMN,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,JE_EMPL,,L,,WMN,,30,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,JE_EMPL,,L,,WMN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,JE_EMPL,,L,,WMN,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,JE_EMPL,,L,,WMN,,47,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,JE_EMPL,,L,,WMN,,47,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,JE_EMPL,,L,,WMN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,JE_EMPL,,L,,WMN,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,JE_EMPL,,L,,WMN,,70,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,JE_EMPL,,L,,WMN,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,JE_EMPL,,L,,WMN,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,JE_EMPL,,L,,WMN,,33,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,JE_EMPL,,L,,WMN,,59,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,JE_LTUR,,L,,TOT,,1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,JE_LTUR,,L,,TOT,,1.3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,JE_LTUR,,L,,TOT,,2.3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,JE_LTUR,,L,,TOT,,0.5,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,JE_LTUR,,L,,TOT,,0.6,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,JE_LTUR,,L,,TOT,,0.9,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,JE_LTUR,,L,,TOT,,1.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,JE_LTUR,,L,,TOT,,2.9,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,JE_LTUR,,L,,TOT,,1.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,JE_LTUR,,L,,TOT,,10.8,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,JE_LTUR,,L,,TOT,,1.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,JE_LTUR,,L,,TOT,,0.7,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,JE_LTUR,,L,,TOT,,1.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,JE_LTUR,,L,,TOT,,4.8,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,JE_LTUR,,L,,TOT,,0.8,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,JE_LTUR,,L,,TOT,,0,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,JE_LTUR,,L,,TOT,,1.7,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,JE_LTUR,,L,,TOT,,0.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,JE_LTUR,,L,,TOT,,0.9,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,JE_LTUR,,L,,TOT,,0.4,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,JE_LTUR,,L,,TOT,,0.9,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,JE_LTUR,,L,,TOT,,0.6,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,JE_LTUR,,L,,TOT,,2.3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,JE_LTUR,,L,,TOT,,3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,JE_LTUR,,L,,TOT,,5,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,JE_LTUR,,L,,TOT,,1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,JE_LTUR,,L,,TOT,,1.7,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,JE_LTUR,,L,,TOT,,3.3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,JE_LTUR,,L,,TOT,,0.9,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,JE_LTUR,,L,,TOT,,0.5,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,JE_LTUR,,L,,TOT,,1.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,JE_LTUR,,L,,TOT,,0.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,JE_LTUR,,L,,TOT,,2.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,JE_LTUR,,L,,TOT,,1.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,JE_LTUR,,L,,TOT,,1.9,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,JE_LTUR,,L,,TOT,,17.9,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,JE_LTUR,,L,,TOT,,1.3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,JE_LTUR,,L,,MN,,1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,JE_LTUR,,L,,MN,,1.5,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,JE_LTUR,,L,,MN,,2.5,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,JE_LTUR,,L,,MN,,0.6,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,HO_BASE,,L,,TOT,,0.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,JE_LTUR,,L,,MN,,0.7,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,JE_LTUR,,L,,MN,,1.3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,JE_LTUR,,L,,MN,,3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,JE_LTUR,,L,,MN,,1.4,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,JE_LTUR,,L,,MN,,8.8,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,JE_LTUR,,L,,MN,,1.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,JE_LTUR,,L,,MN,,0.8,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,JE_LTUR,,L,,MN,,1.3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,JE_LTUR,,L,,MN,,4.4,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,JE_LTUR,,L,,MN,,1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,JE_LTUR,,L,,MN,,0,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,JE_LTUR,,L,,MN,,1.6,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,JE_LTUR,,L,,MN,,0.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,JE_LTUR,,L,,MN,,0.9,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,JE_LTUR,,L,,MN,,0.4,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,JE_LTUR,,L,,MN,,1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,JE_LTUR,,L,,MN,,0.6,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,JE_LTUR,,L,,MN,,2.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,JE_LTUR,,L,,MN,,3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,JE_LTUR,,L,,MN,,4.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,JE_LTUR,,L,,MN,,1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,JE_LTUR,,L,,MN,,1.6,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,JE_LTUR,,L,,MN,,2.5,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,JE_LTUR,,L,,MN,,1.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,JE_LTUR,,L,,MN,,0.5,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,JE_LTUR,,L,,MN,,1.3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,JE_LTUR,,L,,MN,,0.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,JE_LTUR,,L,,MN,,2.7,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,JE_LTUR,,L,,MN,,1.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,JE_LTUR,,L,,MN,,1.5,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,JE_LTUR,,L,,MN,,15.7,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,JE_LTUR,,L,,MN,,1.3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,JE_LTUR,,L,,WMN,,1.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,JE_LTUR,,L,,WMN,,1.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,JE_LTUR,,L,,WMN,,2.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,JE_LTUR,,L,,WMN,,0.4,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,JE_LTUR,,L,,WMN,,0.6,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,JE_LTUR,,L,,WMN,,1.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,JE_LTUR,,L,,WMN,,1.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,JE_LTUR,,L,,WMN,,2.9,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,JE_LTUR,,L,,WMN,,1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,JE_LTUR,,L,,WMN,,13.4,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,JE_LTUR,,L,,WMN,,1.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,JE_LTUR,,L,,WMN,,0.5,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,JE_LTUR,,L,,WMN,,1,,A,,PC,,0,,,
