STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,,INDICATOR,,MEASURE,,INEQUALITY,,OBS_VALUE,,OBS_STATUS,,UNIT_MEASURE,,UNIT_MULT,,BASE_PER,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,ES_EDUA,,L,,TOT,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,ES_EDUA,,L,,TOT,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,ES_EDUA,,L,,TOT,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,ES_EDUA,,L,,TOT,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,ES_EDUA,,L,,TOT,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,ES_EDUA,,L,,TOT,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,ES_EDUA,,L,,TOT,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,ES_EDUA,,L,,TOT,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,ES_EDUA,,L,,TOT,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,ES_EDUA,,L,,TOT,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,ES_EDUA,,L,,TOT,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,ES_EDUA,,L,,TOT,,63,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,ES_EDUA,,L,,TOT,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,ES_EDUA,,L,,TOT,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,ES_EDUA,,L,,TOT,,42,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,ES_EDUA,,L,,TOT,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,ES_EDUA,,L,,TOT,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,ES_EDUA,,L,,TOT,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,ES_EDUA,,L,,TOT,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,ES_EDUA,,L,,TOT,,55,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,ES_EDUA,,L,,TOT,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,ES_EDUA,,L,,TOT,,63,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,ES_EDUA,,L,,TOT,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,ES_EDUA,,L,,TOT,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,ES_EDUA,,L,,TOT,,42,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,ES_EDUA,,L,,TOT,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,ES_EDUA,,L,,TOT,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,ES_EDUA,,L,,TOT,,57,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,ES_EDUA,,L,,TOT,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,ES_EDUA,,L,,TOT,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,ES_EDUA,,L,,TOT,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,ES_EDUA,,L,,TOT,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,ES_EDUA,,L,,TOT,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,ES_EDUA,,L,,TOT,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,ES_EDUA,,L,,TOT,,48,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,ES_EDUA,,L,,TOT,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,ES_EDUA,,L,,MN,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,ES_EDUA,,L,,MN,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,ES_EDUA,,L,,MN,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,ES_EDUA,,L,,MN,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,ES_EDUA,,L,,MN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,ES_EDUA,,L,,MN,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,ES_EDUA,,L,,MN,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,ES_EDUA,,L,,MN,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,ES_EDUA,,L,,MN,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,ES_EDUA,,L,,MN,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,ES_EDUA,,L,,MN,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,ES_EDUA,,L,,MN,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,ES_EDUA,,L,,MN,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,ES_EDUA,,L,,MN,,61,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,ES_EDUA,,L,,MN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,ES_EDUA,,L,,MN,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,ES_EDUA,,L,,MN,,42,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,ES_EDUA,,L,,MN,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,ES_EDUA,,L,,MN,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,ES_EDUA,,L,,MN,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,ES_EDUA,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,ES_EDUA,,L,,MN,,52,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,ES_EDUA,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,ES_EDUA,,L,,MN,,60,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,ES_EDUA,,L,,MN,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,ES_EDUA,,L,,MN,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,ES_EDUA,,L,,MN,,45,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,ES_EDUA,,L,,MN,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,ES_EDUA,,L,,MN,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,ES_EDUA,,L,,MN,,53,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,ES_EDUA,,L,,MN,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,ES_EDUA,,L,,MN,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,ES_EDUA,,L,,MN,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,ES_EDUA,,L,,MN,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,ES_EDUA,,L,,MN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,SC_SNTWS,,L,,HGH,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,ES_EDUA,,L,,MN,,48,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,ES_EDUA,,L,,MN,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,ES_EDUA,,L,,WMN,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,ES_EDUA,,L,,WMN,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,ES_EDUA,,L,,WMN,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,ES_EDUA,,L,,WMN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,ES_EDUA,,L,,WMN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,ES_EDUA,,L,,WMN,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,ES_EDUA,,L,,WMN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,ES_EDUA,,L,,WMN,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,ES_EDUA,,L,,WMN,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,ES_EDUA,,L,,WMN,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,ES_EDUA,,L,,WMN,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,ES_EDUA,,L,,WMN,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,ES_EDUA,,L,,WMN,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,ES_EDUA,,L,,WMN,,65,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,ES_EDUA,,L,,WMN,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,ES_EDUA,,L,,WMN,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,ES_EDUA,,L,,WMN,,41,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,ES_EDUA,,L,,WMN,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,ES_EDUA,,L,,WMN,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,ES_EDUA,,L,,WMN,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,ES_EDUA,,L,,WMN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,ES_EDUA,,L,,WMN,,59,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,ES_EDUA,,L,,WMN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,ES_EDUA,,L,,WMN,,66,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,ES_EDUA,,L,,WMN,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,ES_EDUA,,L,,WMN,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,ES_EDUA,,L,,WMN,,38,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,ES_EDUA,,L,,WMN,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,ES_EDUA,,L,,WMN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,ES_EDUA,,L,,WMN,,60,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,ES_EDUA,,L,,WMN,,68,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,ES_EDUA,,L,,WMN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,ES_EDUA,,L,,WMN,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,ES_EDUA,,L,,WMN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,ES_EDUA,,L,,WMN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,ES_EDUA,,L,,WMN,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,ES_EDUA,,L,,WMN,,48,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,ES_EDUA,,L,,WMN,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,ES_EDUA,,L,,MN,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,SC_SNTWS,,L,,MN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,EQ_WATER,,L,,TOT,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,EQ_WATER,,L,,TOT,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,EQ_WATER,,L,,TOT,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,EQ_WATER,,L,,TOT,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,EQ_WATER,,L,,TOT,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,EQ_WATER,,L,,TOT,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,EQ_WATER,,L,,TOT,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,EQ_WATER,,L,,TOT,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,EQ_WATER,,L,,TOT,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,EQ_WATER,,L,,TOT,,67,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,EQ_WATER,,L,,TOT,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,EQ_WATER,,L,,TOT,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,EQ_WATER,,L,,TOT,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,EQ_WATER,,L,,TOT,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,EQ_WATER,,L,,TOT,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,EQ_WATER,,L,,TOT,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,EQ_WATER,,L,,TOT,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,EQ_WATER,,L,,TOT,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,EQ_WATER,,L,,TOT,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,EQ_WATER,,L,,TOT,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,EQ_WATER,,L,,TOT,,98,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,EQ_WATER,,L,,TOT,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,EQ_WATER,,L,,TOT,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,EQ_WATER,,L,,TOT,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,EQ_WATER,,L,,TOT,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,EQ_WATER,,L,,TOT,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,EQ_WATER,,L,,TOT,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,EQ_WATER,,L,,TOT,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,EQ_WATER,,L,,TOT,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,EQ_WATER,,L,,TOT,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,EQ_WATER,,L,,TOT,,70,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,EQ_WATER,,L,,TOT,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,EQ_WATER,,L,,TOT,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,EQ_WATER,,L,,TOT,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,EQ_WATER,,L,,TOT,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,EQ_WATER,,L,,TOT,,62,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,EQ_WATER,,L,,TOT,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,EQ_WATER,,L,,TOT,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,EQ_WATER,,L,,TOT,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,EQ_WATER,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,EQ_WATER,,L,,MN,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,EQ_WATER,,L,,MN,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,EQ_WATER,,L,,MN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,EQ_WATER,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,EQ_WATER,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,EQ_WATER,,L,,MN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,EQ_WATER,,L,,MN,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,EQ_WATER,,L,,MN,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,EQ_WATER,,L,,MN,,69,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,EQ_WATER,,L,,MN,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,EQ_WATER,,L,,MN,,98,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,EQ_WATER,,L,,MN,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,EQ_WATER,,L,,MN,,73,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,EQ_WATER,,L,,MN,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,EQ_WATER,,L,,MN,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,EQ_WATER,,L,,MN,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,EQ_WATER,,L,,MN,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,EQ_WATER,,L,,MN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,EQ_WATER,,L,,MN,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,EQ_WATER,,L,,MN,,98,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,EQ_WATER,,L,,MN,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,EQ_WATER,,L,,MN,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,EQ_WATER,,L,,MN,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,EQ_WATER,,L,,MN,,75,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,EQ_WATER,,L,,MN,,98,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,EQ_WATER,,L,,MN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,EQ_WATER,,L,,MN,,64,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,EQ_WATER,,L,,MN,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,EQ_WATER,,L,,MN,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,EQ_WATER,,L,,MN,,70,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,EQ_WATER,,L,,MN,,64,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,EQ_WATER,,L,,MN,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,EQ_WATER,,L,,MN,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,EQ_WATER,,L,,MN,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,EQ_WATER,,L,,MN,,64,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,EQ_WATER,,L,,MN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,EQ_WATER,,L,,MN,,71,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,EQ_WATER,,L,,MN,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,EQ_WATER,,L,,WMN,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,EQ_WATER,,L,,WMN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,EQ_WATER,,L,,WMN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,EQ_WATER,,L,,WMN,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,EQ_WATER,,L,,WMN,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,EQ_WATER,,L,,WMN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,EQ_WATER,,L,,WMN,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,EQ_WATER,,L,,WMN,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,EQ_WATER,,L,,WMN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,EQ_WATER,,L,,WMN,,66,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,EQ_WATER,,L,,WMN,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,EQ_WATER,,L,,WMN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,EQ_WATER,,L,,WMN,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,EQ_WATER,,L,,WMN,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,EQ_WATER,,L,,WMN,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,EQ_WATER,,L,,WMN,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,EQ_WATER,,L,,WMN,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,EQ_WATER,,L,,WMN,,72,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,EQ_WATER,,L,,WMN,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,EQ_WATER,,L,,WMN,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,EQ_WATER,,L,,WMN,,98,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,EQ_WATER,,L,,WMN,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,EQ_WATER,,L,,WMN,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,EQ_WATER,,L,,WMN,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,EQ_WATER,,L,,WMN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,EQ_WATER,,L,,WMN,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,EQ_WATER,,L,,WMN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,EQ_WATER,,L,,WMN,,60,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,EQ_WATER,,L,,WMN,,84,,A,,PC,,0,,,
